ASSUNTO e PALAVRAS CHAVES;SUBTEMA;NORMAS e DOCUMENTOS;URL;DESCRIÇÃO - ASSUNTO;VIGÊNCIA;DATA INICIO;DATA FIM;NORMA ATUAL;NÍVEL DE ACESSO
Revogação de diretrizes de utilização para os atendimentos com psicólogos, fonoaudiólogos, terapeutas ocupacionais e fisioterapeutas ;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 541, DE 11 DE JULHO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDI2NA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para alterar os procedimentos referentes aos atendimentos com psicólogos, fonoaudiólogos, terapeutas ocupacionais e fisioterapeutas e revogar suas diretrizes de utilização.
 ";01/08/2022;01/08/2022;;;Público 
"Medicamento antineoplásico oral Olaparibe; Radioembolização hepática; BRCA1 e BRCA2, Pesquisa de mutação somática (com diretriz de utilização); Implante de dispositivo/sistema intrauterino (DIU/SIU) hormonal - inclui o dispositivo";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 542, DE 30 DE AGOSTO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDI4MA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Olaparibe para o tratamento de manutenção para pacientes adultas com carcinoma de ovário seroso (incluindo trompa de Falópio ou peritoneal primário) ou endometrioide, de alto grau (grau 2 ou maior), recidivado, com mutação BRCA, sensível à quimioterapia baseada em platina (resposta completa ou parcial); do medicamento antineoplásico oral Olaparibe para o tratamento de manutenção de pacientes adultas com carcinoma de ovário (incluindo trompa de Falópio ou peritoneal primário), recentemente diagnosticado, de alto grau (grau 2 ou maior), avançado, com mutação BRCA, que respondem (resposta completa ou parcial) à quimioterapia em primeira linha, baseada em platina; do procedimento ""RADIOEMBOLIZAÇÃO HEPÁTICA"" para o tratamento do carcinoma hepatocelular em estágio intermediário ou avançado, irressecável e sem doença extra-hepática para os quais a quimioembolização é inadequada, com ou sem trombose/envolvimento da veia porta; do procedimento ""BRCA1 e BRCA2, PESQUISA DE MUTAÇÃO SOMÁTICA (COM DIRETRIZ DE UTILIZAÇÃO)"" para o diagnóstico de elegibilidade de pacientes com indicação de uso de medicação em que a bula ou a diretriz de utilização determine a análise de presença/mutação dos genes para o início do tratamento; e do procedimento ""IMPLANTE DE DISPOSITIVO/SISTEMA INTRAUTERINO (DIU/SIU) HORMONAL - INCLUI O DISPOSITIVO""; em cumprimento ao disposto nos parágrafos 7º e 8º do art. 10 da Lei nº 9656/1998.";01/09/2022;01/09/2022;;;Público 
Teste para detecção do vírus Monkeypox (MPXV) por biologia molecular (com diretriz de utilização);Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 544, DE 02 DE SETEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDI4NQ==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do procedimento “TESTE PARA DETECÇÃO DO VÍRUS MONKEYPOX (MPXV) POR BIOLOGIA MOLECULAR (COM DIRETRIZ DE UTILIZAÇÃO)” para o diagnóstico de caso suspeito de infecção pelo vírus Monkeypox, com base no disposto no art. 34 da RN nº 470/2021.;21/09/2022;21/09/2022;;;Público 
Terapia medicamentosa injetável ambulatorial (com diretriz de utilização), Transplante hepático (receptor e doador vivo ou doador falecido), Acompanhamento clínico ambulatorial pós transplante hepático, Acompanhamento clínico de transplante hepático no período de internação do receptor e do doador, Citomegalovírus após transplante de rim, medula óssea ou fígado por reação de cadeia de polimerase (pcr) - pesquisa quantitativa e Vírus Epstein Barr após transplante de rim ou fígado por reação de cadeia de polimerase (pcr) - pesquisa quantitativa e do medicamento antineoplásico oral Regorafenibe para o tratamento de pacientes adultos com câncer colorretal (CCR) metastático;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 546, DE 30 DE SETEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDI5Ng==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória dos procedimentos Terapia medicamentosa injetável ambulatorial (com diretriz de utilização), Transplante hepático (receptor e doador vivo ou doador falecido), Acompanhamento clínico ambulatorial pós transplante hepático, Acompanhamento clínico de transplante hepático no período de internação do receptor e do doador, Citomegalovírus após transplante de rim, medula óssea ou fígado por reação de cadeia de polimerase (pcr) - pesquisa quantitativa e Vírus Epstein Barr após transplante de rim ou fígado por reação de cadeia de polimerase (pcr) - pesquisa quantitativa e do medicamento antineoplásico oral Regorafenibe para o tratamento de pacientes adultos com câncer colorretal (CCR) metastático; em cumprimento ao disposto nos parágrafos 4º, 6º, 7º, 8º e 10 do art. 10 da Lei nº 9.656/1998.";03/10/2022;03/10/2022;;;Público 
"Medicamento antineoplásico oral Zanubrutinibe;  Medicamento imunobiológico Dupilumabe; Medicamento Romosozumabe; Terapia avançada para o tratamento da atrofia muscular espinhal (com diretriz de utilização) - medicamento especial Onasemnogeno abeparvoveque; Ensaio para dosagem da liberação de interferon gama (com diretriz de utilização)";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 571, DE 08 DE FEVEREIRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDM1MQ==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Zanubrutinibe, para o tratamento de pacientes adultos com linfoma de células do manto (LCM) que receberam pelo menos uma terapia anterior, e do medicamento imunobiológico Dupilumabe, para o tratamento de pacientes adultos com dermatite atópica grave com indicação de tratamento sistêmico e que apresentem falha, intolerância ou contraindicação à ciclosporina, em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10 da Lei nº 9.656/1998; e para regulamentar a cobertura obrigatória do medicamento Romosozumabe, para o tratamento de mulheres com osteoporose na pós-menopausa, a partir dos 70 anos, e que falharam ao tratamento medicamentoso (duas ou mais fraturas); do procedimento ""TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE UTILIZAÇÃO)"", visando garantir a cobertura obrigatória do medicamento especial Onasemnogeno abeparvoveque para o tratamento de pacientes pediátricos com até 6 meses de idade com AME tipo I que estejam fora de ventilação mecânica invasiva acima de 16 horas por dia; e do procedimento ""ENSAIO PARA DOSAGEM DA LIBERAÇÃO DE INTERFERON GAMA (COM DIRETRIZ DE UTILIZAÇÃO)"", para a inclusão de pacientes com doenças inflamatórias imunomediadas e os receptores de transplante de órgãos sólidos, em cumprimento ao disposto nos parágrafos 4º e 10 do art. 10 da Lei nº 9.656/1998";10/02/2023;10/02/2023;;;Público 
"Medicamento antineoplásico oral Olaparibe, em associação a Bevacizumabe; Medicamento antineoplásico oral Darolutamida, em combinação com Docetaxel; ""Teste de deficiência de recombinação homóloga, HRD (com Diretriz de Utilização)";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 577, DE 05 DE MAIO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDM3OQ==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Olaparibe, em associação a bevacizumabe, para o tratamento de manutenção de pacientes adultas com carcinoma epitelial avançado (estágio FIGO III-IV) de ovário (incluindo trompa de Falópio ou peritoneal primário) com status HRD positivo e que respondem (resposta completa ou parcial) à quimioterapia em primeira linha, baseada em platina; do medicamento antineoplásico oral Darolutamida, em combinação com docetaxel, para o tratamento de pacientes com câncer de próstata metastático hormônio-sensível; e do procedimento ""TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO)"" para o diagnóstico de elegibilidade de pacientes com indicação de uso de medicação em que a bula ou a diretriz de utilização determine a análise de deficiência de recombinação homóloga para o início do tratamento; em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10 da Lei nº 9.656/1998";09/05/2023;09/05/2023;;;Público 
"Medicamento carboximaltose férrica - atualização do procedimento ""TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO); Medicamento alfagalsidase - regulamentação do procedimento ""TERAPIA COM ALFAGALSIDASE PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ DE UTILIZAÇÃO); Regulamentação do procedimento ""MONITORIZAÇÃO AMBULATORIAL DA PRESSÃO ARTERIAL DE 5 DIAS - MAPA 5 dias (MONITORIZAÇÃO RESIDENCIAL DA PRESSÃO ARTERIAL - MRPA) (COM DIRETRIZ DE UTILIZAÇÃO).";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 581, DE 04 DE JULHO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQwMg==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento carboximaltose férrica, por meio da atualização do procedimento ""TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO)"", para o tratamento de pacientes adultos com anemia por deficiência de ferro e intolerância ou contraindicação aos sais orais de ferro; do medicamento alfagalsidase, por meio da regulamentação do procedimento ""TERAPIA COM ALFAGALSIDASE PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ DE UTILIZAÇÃO)"", para o tratamento da doença de Fabry clássica em pacientes com sete anos de idade ou mais; regulamentação do procedimento ""MONITORIZAÇÃO AMBULATORIAL DA PRESSÃO ARTERIAL DE 5 DIAS - MAPA 5 dias (MONITORIZAÇÃO RESIDENCIAL DA PRESSÃO ARTERIAL - MRPA) (COM DIRETRIZ DE UTILIZAÇÂO)"" para o diagnóstico de hipertensão arterial sistêmica em adultos com suspeita da doença, em cumprimento ao disposto nos parágrafos 4º e 10 do art. 10 da Lei nº 9.656/1998.";12/07/2023;12/07/2023;;;Público 
Fotovaporização de próstata a laser;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 582, DE 05 DE JULHO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQwMw==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do procedimento ""FOTOVAPORIZAÇÃO DE PRÓSTATA A LASER POR VIA ENDOSCÓPICA"", em cumprimento ao disposto nos parágrafos 7º e 8º do art. 10 da Lei nº 9656/1998.";01/08/2023;01/08/2023;;;Público 
"Medicamento imunobiológico Ofatumumabe; Radioterapia com modulação da intensidade do feixe (IMRT) para tumores de pulmão, mediastino e esôfago";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 584, DE 07 DE AGOSTO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQxNg==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento imunobiológico Ofatumumabe, para o tratamento de pacientes adultos com esclerose múltipla (EM) recorrente que falharam ou que têm contraindicação ao uso de natalizumabe, e do procedimento Radioterapia com modulação da intensidade do feixe (IMRT) para tumores de pulmão, mediastino e esôfago, em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10, da Lei nº 9.656/1998;01/09/2023;01/09/2023;;;Público 
Lanadelumabe;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 586, DE 30 DE AGOSTO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQyNg==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento imunobiológico Lanadelumabe, para a profilaxia de longo prazo em pacientes com angioedema hereditário (AEH), a partir de 12 anos de idade, em cumprimento ao disposto nos parágrafos 4º e 7º do art. 10, da Lei nº 9.656/1998.;02/10/2023;02/10/2023;;;Público 
Rituximabe;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 587, DE 26 DE SETEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQzNg==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento Rituximabe, para a terapia de indução de remissão dos pacientes com diagnóstico recente em idade fértil e para casos de recidiva de vasculites associadas aos anticorpos anticitoplasma de neutrófilos, classificados como granulomatose com poliangeíte (GPA) ou poliangeíte microscópica (MPA), ativa e grave, em cumprimento ao disposto nos parágrafos 4º e 10 do art. 10 da Lei nº 9.656/1998.;02/10/2023;02/10/2023;;;Público 
"Medicamentos antineoplásicos orais Encorafenibe, em combinação com Binimetinibe; e Lenvatinibe, em combinação com
Pembrolizumabe";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 588, DE 02 DE OUTUBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQzOA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória dos medicamentos antineoplásicos orais Encorafenibe, em combinação com Binimetinibe, para o tratamento de pacientes adultos com melanoma irressecável ou metastático com mutação BRAF V600, em primeira linha; e Lenvatinibe, em combinação com Pembrolizumabe, para o tratamento de pacientes adultas com câncer endometrial (CE) avançado, que apresentem progressão da doença após terapia sistêmica prévia à base de platina, proficientes em reparo de incompatibilidade do DNA (pMMR), e que não sejam candidatas à cirurgia curativa ou radiação (radioterapia), em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10, da Lei nº 9.656/1998.";01/11/2023;01/11/2023;;;Público 
Cobertura obrigatória do medicamento Encorafenibe, em combinação com Cetuximabe, para o tratamento, em segunda linha, de pacientes com câncer colorretal metastático com a mutação no gene BRAF V600E.;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 589, DE 01 DE DEZEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ0NA==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Encorafenibe, em combinação com Cetuximabe, para o tratamento, em segunda linha, de pacientes com câncer colorretal metastático com a mutação no gene BRAF V600E, em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10, da Lei nº 9.656/1998.;31/03/2022;31/03/2022;;;Público 
O Anexo II da RN nº 465/2021 passa a vigorar acrescido de indicação de uso para o medicamento imunobiológico Ustequinumabe, listado na Diretriz de Utilização – DUT nº 65;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 591, DE 08 DE DEZEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ2NA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Pomalidomida, em combinação com Bortezomibe e Dexametasona, para o tratamento de pacientes com mieloma múltiplo recidivado refratário, após pelo menos uma terapia anterior, incluindo Lenalidomida; e do medicamento imunobiológico Ustequinumabe para o tratamento de pacientes adultos com retocolite ulcerativa - RCU moderada a grave após falha, refratariedade, recidiva ou intolerância à terapia com anti-TNFs, em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10, da Lei nº 9.656/1998.";02/01/2024;02/01/2024;;;Público 
"Regulamenta a cobertura obrigatória do procedimento ""DIÁLISE PERITONEAL AUTOMÁTICA (DPA)”";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 600, DE 06 DE MARÇO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQ5MA==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do procedimento Diálise peritoneal automática (DPA), para a terapia renal substitutiva, em cumprimento ao disposto nos parágrafos 4º e 10, do art. 10, da Lei nº 9.656/1998.;01/04/2024;01/04/2024;;;Público 
"Regulamenta a cobertura obrigatória dos procedimentos ""TERAPIA ANTINEOPLÁSICA ORAL PARA TRATAMENTO DO CÂNCER (COM DIRETRIZ DE UTILIZAÇÃO)"", ""TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO)"" e ""RADIOTERAPIA COM MODULAÇÃO DA INTENSIDADE DO FEIXE (IMRT) PARA NEOPLASIAS PRIMÁRIAS DA PRÓSTATA"".";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 603, DE 1º DE ABRIL DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDUwMA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Osimertinibe, para o tratamento adjuvante após ressecção do tumor em pacientes com câncer de pulmão de células não pequenas (CPNPC) cujo tumor apresenta mutações de deleções do éxon 19 ou de substituição do éxon 21 (L858R) dos Receptores do Fator de Crescimento Epidérmico (EGFRs); do medicamento imunobiológico Dupilumabe, para o tratamento da dermatite atópica grave para a população entre 6 meses e 18 anos; e do procedimento Radioterapia com modulação da intensidade do feixe (IMRT) para o tratamento de neoplasias primárias de próstata, em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10, da Lei nº 9.656/1998";02/05/2024;02/05/2024;;;Público 
"Atualiza a cobertura obrigatória do procedimento “TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO)”, e regulamentar a cobertura obrigatória dos procedimentos “ABLAÇÃO POR RADIOFREQUÊNCIA PERCUTÂNEA DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO)"", ""ABLAÇÃO POR RADIOFREQUÊNCIA DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO)"" e “ABLAÇÃO POR RADIOFREQUÊNCIA DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO)”.";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 604, DE 6º DE MAIO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDUxMA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento ravulizumabe para o tratamento da hemoglobinúria paroxística noturna; e dos procedimentos “ABLAÇÃO POR RADIOFREQUÊNCIA PERCUTÂNEA DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO)"", ""ABLAÇÃO POR RADIOFREQUÊNCIA DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO)"" e “ABLAÇÃO POR RADIOFREQUÊNCIA DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO)” para o tratamento de metástases hepáticas de câncer colorretal, irressecáveis ou ressecáveis com alto risco cirúrgico, com tamanho até 4 cm, em cumprimento ao disposto nos parágrafos 4º e 10, do art. 10, da Lei nº 9.656/1998.
 ";02/05/2024;02/05/2024;;;Público 
 O Anexo II da RN nº 465/2021 passa a vigorar acrescido de indicação de uso para o medicamento antineoplásico oral Olaparibe listado na Diretriz de Utilização – DUT nº 64 vinculada ao procedimento “TERAPIA ANTINEOPLÁSICA ORAL PARA TRATAMENTO DO CÂNCER (COM DIRETRIZ DE UTILIZAÇÃO)”, estabelecendo-se a cobertura obrigatória do medicamento Olaparibe para o tratamento adjuvante de pacientes adultos com câncer de mama inicial de alto risco HER2 negativo, com mutação BRCA, que foram previamente tratados com quimioterapia neoadjuvante ou adjuvante, conforme Anexo desta Resolução.;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 605, DE 04 DE JUNHO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDUyMg==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do medicamento antineoplásico oral Olaparibe para o tratamento adjuvante de pacientes adultos com câncer de mama inicial de alto risco HER2 negativo, com mutação BRCA, que foram previamente tratados com quimioterapia neoadjuvante ou adjuvante, em cumprimento ao disposto nos parágrafos 4º, 7º e 8º do art. 10, da Lei nº 9.656/1998.;01/07/2024;01/07/2024;;;Público 
"O Anexo I da RN nº 465, de 24 de fevereiro de 2021, passa a vigorar acrescido do procedimento ""FECHAMENTO DO APÊNDICE ATRIAL ESQUERDO (PERCUTÂNEO) - COM DIRETRIZ DE UTILZAÇÃO”/  Anexo II da RN nº 465, de 2021, passa a vigorar acrescido do item ""FECHAMENTO DO APÊNDICE ATRIAL ESQUERDO (PERCUTÂNEO)”, estabelecendo cobertura obrigatória para a prevenção do acidente vascular cerebral (AVC), conforme Anexo desta Resolução.";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 606, DE 14 DE JUNHO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDUyNg==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do procedimento Fechamento do apêndice atrial esquerdo (percutâneo), para prevenção do acidente vascular cerebral (AVC), em cumprimento ao disposto nos parágrafos 4º e 10, do art. 10, da Lei nº 9.656/1998.
 
";01/07/2024;01/07/2024;;;Público 
O Anexo I da RN nº 465, de 24 de fevereiro de 2021, passa a vigorar acrescido do procedimento “ECOBRONCOSCOPIA COM PUNÇÃO ASPIRATIVA COM AGULHA FINA (COM DIRETRIZ DE UTILIZAÇÃO)”/O Anexo II da RN nº 465, de 24 de fevereiro de 2021, passa a vigorar com a inclusão da Diretriz de Utilização – DUT nº 165 vinculada ao procedimento “ECOBRONCOSCOPIA COM PUNÇÃO ASPIRATIVA COM AGULHA FINA (COM DIRETRIZ DE UTILIZAÇÃO)”, para estabelecer a sua cobertura obrigatória no estadiamento tumoral de diastino em pacientes com diagnóstico de câncer de pulmão com ou sem o uso combinado de ecoendoscopia/O Anexo II da RN nº 465, de 24 de fevereiro de 2021, passa a vigorar com nova redação, listado na Diretriz de Utilização – DUT nº 32, vinculada ao procedimento “HLA-B27, FENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)”, estabelecendo-se a cobertura obrigatória na investigação diagnóstica de espondiloartrite axial.;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 607, DE 14 DE JUNHO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDUyNw==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória do procedimento “ECOBRONCOSCOPIA COM PUNÇÃO ASPIRATIVA COM AGULHA FINA (COM DIRETRIZ DE UTILIZAÇÃO)” para o estadiamento tumoral de mediastino em pacientes com diagnóstico de câncer de pulmão com ou sem o uso combinado de ecoendoscopia; e atualizar a cobertura obrigatória do teste diagnóstico HLA-B27, FENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO) na investigação diagnóstica de espondiloartrite axial; em cumprimento ao disposto nos parágrafos 4º e 10, do art. 10, da Lei nº 9.656/1998.
 ";21/06/2024;21/06/2024;;;Público 
Correlação entre o Rol de Procedimentos e Eventos em Saúde e a Terminologia Unificada da Saúde Suplementar – TUSS;Rol e Coberturas;Tabela de Correlação TUSS x Rol ;https://www.gov.br/ans/pt-br/acesso-a-informacao/participacao-da-sociedade/atualizacao-do-rol-de-procedimentos;Tabela com indicativo de Correlação (Sim/Não) entre as Tabelas de Terminologia de Procedimentos e Eventos em Saúde e o Rol de Procedimentos e Eventos em Saúde RN nº 465/2021 e suas alterações.;;;;;Público 
Notificação de Intermediação Preliminar;;INSTRUÇÃO NORMATIVA Nº 01, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE3Mw==;"Regulamenta a Resolução Normativa nº 483, de 29, de março de 2022 no que tange aos procedimentos adotados pela Agência Nacional de Saúde Suplementar - ANS para a estruturação e realização de suas ações fiscalizatórias.
 [Correlações] [Revogações] [Anexos] [Índice] [Retificações]";31/03/2022;31/03/2022;;;Público 
Notificação de Intermediação Preliminar;;RESOLUÇÃO NORMATIVA Nº 483, DE 29 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE0Mw==;Dispõe sobre os procedimentos adotados pela Agência Nacional de Saúde Suplementar - ANS para a estruturação e realização de suas ações fiscalizatórias.;31/03/2022;31/03/2022;;;Público 
Submetem-se às disposições desta Lei as pessoas jurídicas de direito privado que operam planos de assistência à saúde, sem prejuízo do cumprimento da legislação específica que rege a sua atividade e, simultaneamente, das disposições da Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor).;;LEI Nº 9.656, DE 3 DE JUNHO DE 1998;http://www.planalto.gov.br/ccivil_03/leis/L9656compilado.htm;Dispõe sobre os planos e seguros privados de assistência à saúde.;01/01/1999;01/01/1999;;;Público 
